size_group,contrast,tau,estimate,ci_low,ci_high
all,o2o_minus_o2m_legacy,0.0625,0.005856773750966951,0.005321454675297802,0.00643890357197393
all,o2o_minus_o2m_pre_topk,0.0625,0.005856773750966951,0.005321454675297802,0.00643890357197393
all,o2o_minus_o2m_assigned_positive,0.0625,0.005808810728088851,0.0052378755703196105,0.006419009877161778
t_8_16,o2o_minus_o2m_legacy,0.0625,0.005106618351108802,0.004652089175174196,0.005592928774663687
t_8_16,o2o_minus_o2m_pre_topk,0.0625,0.005106618351108802,0.004652089175174196,0.005592928774663687
t_8_16,o2o_minus_o2m_assigned_positive,0.0625,0.00504840410440819,0.004548797564546531,0.005556903955740311
s_16_32,o2o_minus_o2m_legacy,0.0625,0.010645425624617545,0.009074487517202018,0.012092520215565242
s_16_32,o2o_minus_o2m_pre_topk,0.0625,0.010645425624617545,0.009074487517202018,0.012092520215565242
s_16_32,o2o_minus_o2m_assigned_positive,0.0625,0.010614715884581495,0.009034653828075346,0.012072139947311851
