size_group,estimand,radius,metric,n_base_defined,estimate,ci_low,ci_high
t_8_16,o2m_pre_topk,0.03125,returned_to_base_after_boundary_rate,25230,0.0017434509317418231,0.0012191314614873638,0.002307766052021253
t_8_16,o2m_pre_topk,0.03125,endpoint_changed_without_recorded_boundary_rate,25230,0.0,0.0,0.0
t_8_16,o2m_assigned_positive,0.03125,ever_boundary_rate,24951,0.10797685302186054,0.09984404762106465,0.11661797315728178
t_8_16,o2m_assigned_positive,0.03125,endpoint_changed_rate,24951,0.10629371318964762,0.09834025123923089,0.11476561592248644
t_8_16,o2m_assigned_positive,0.03125,ever_and_endpoint_changed_rate,24951,0.10629371318964762,0.09834025123923089,0.11476561592248644
t_8_16,o2m_assigned_positive,0.03125,returned_to_base_after_boundary_rate,24951,0.0016831398322129081,0.0011635879595961556,0.0022638600281775
t_8_16,o2m_assigned_positive,0.03125,endpoint_changed_without_recorded_boundary_rate,24951,0.0,0.0,0.0
s_16_32,o2o,0.03125,ever_boundary_rate,3945,0.01419935864564699,0.008380031047875342,0.021817755266494623
s_16_32,o2o,0.03125,endpoint_changed_rate,3945,0.01419935864564699,0.008380031047875342,0.021817755266494623
s_16_32,o2o,0.03125,ever_and_endpoint_changed_rate,3945,0.01419935864564699,0.008380031047875342,0.021817755266494623
s_16_32,o2o,0.03125,returned_to_base_after_boundary_rate,3945,0.0,0.0,0.0
s_16_32,o2o,0.03125,endpoint_changed_without_recorded_boundary_rate,3945,0.0,0.0,0.0
s_16_32,o2m_legacy,0.03125,ever_boundary_rate,3945,0.20045873059082706,0.1698970864903709,0.22950563988007572
s_16_32,o2m_legacy,0.03125,endpoint_changed_rate,3945,0.1979231308326758,0.16829831826591762,0.22623102657158595
s_16_32,o2m_legacy,0.03125,ever_and_endpoint_changed_rate,3945,0.1979231308326758,0.16829831826591762,0.22623102657158595
s_16_32,o2m_legacy,0.03125,returned_to_base_after_boundary_rate,3945,0.0025355997581512483,0.0009168743028269835,0.004520061987435163
s_16_32,o2m_legacy,0.03125,endpoint_changed_without_recorded_boundary_rate,3945,0.0,0.0,0.0
s_16_32,o2m_pre_topk,0.03125,ever_boundary_rate,3945,0.20045873059082706,0.1698970864903709,0.22950563988007572
s_16_32,o2m_pre_topk,0.03125,endpoint_changed_rate,3945,0.1979231308326758,0.16829831826591762,0.22623102657158595
s_16_32,o2m_pre_topk,0.03125,ever_and_endpoint_changed_rate,3945,0.1979231308326758,0.16829831826591762,0.22623102657158595
s_16_32,o2m_pre_topk,0.03125,returned_to_base_after_boundary_rate,3945,0.0025355997581512483,0.0009168743028269835,0.004520061987435163
s_16_32,o2m_pre_topk,0.03125,endpoint_changed_without_recorded_boundary_rate,3945,0.0,0.0,0.0
s_16_32,o2m_assigned_positive,0.03125,ever_boundary_rate,3945,0.19995161063919675,0.16964647227452412,0.2289125091007263
s_16_32,o2m_assigned_positive,0.03125,endpoint_changed_rate,3945,0.19741601088104554,0.16795201774920943,0.22567121044429367
s_16_32,o2m_assigned_positive,0.03125,ever_and_endpoint_changed_rate,3945,0.19741601088104554,0.16795201774920943,0.22567121044429367
s_16_32,o2m_assigned_positive,0.03125,returned_to_base_after_boundary_rate,3945,0.0025355997581512483,0.0009168743028269835,0.004520061987435163
s_16_32,o2m_assigned_positive,0.03125,endpoint_changed_without_recorded_boundary_rate,3945,0.0,0.0,0.0
all,o2o,0.0625,ever_boundary_rate,28937,0.034453798798804225,0.030435040911054142,0.03922990775780685
all,o2o,0.0625,endpoint_changed_rate,28937,0.03414261236485032,0.030155586480959957,0.0388481280656408
all,o2o,0.0625,ever_and_endpoint_changed_rate,28937,0.03414261236485032,0.030155586480959957,0.0388481280656408
all,o2o,0.0625,returned_to_base_after_boundary_rate,28937,0.00031118643395390815,0.00011993473801673066,0.0005351472285422695
all,o2o,0.0625,endpoint_changed_without_recorded_boundary_rate,28937,0.0,0.0,0.0
all,o2m_legacy,0.0625,ever_boundary_rate,29164,0.20721316945633456,0.19366659877564177,0.22177069034023394
all,o2m_legacy,0.0625,endpoint_changed_rate,29164,0.20351086133983123,0.19010817514242254,0.2177219017470729
all,o2m_legacy,0.0625,ever_and_endpoint_changed_rate,29164,0.20351086133983123,0.19010817514242254,0.2177219017470729
all,o2m_legacy,0.0625,returned_to_base_after_boundary_rate,29164,0.003702308116503305,0.0029959150361700414,0.0044762050648326085
all,o2m_legacy,0.0625,endpoint_changed_without_recorded_boundary_rate,29164,0.0,0.0,0.0
all,o2m_pre_topk,0.0625,ever_boundary_rate,29164,0.20721316945633456,0.19366659877564177,0.22177069034023394
all,o2m_pre_topk,0.0625,endpoint_changed_rate,29164,0.20351086133983123,0.19010817514242254,0.2177219017470729
all,o2m_pre_topk,0.0625,ever_and_endpoint_changed_rate,29164,0.20351086133983123,0.19010817514242254,0.2177219017470729
all,o2m_pre_topk,0.0625,returned_to_base_after_boundary_rate,29164,0.003702308116503305,0.0029959150361700414,0.0044762050648326085
all,o2m_pre_topk,0.0625,endpoint_changed_without_recorded_boundary_rate,29164,0.0,0.0,0.0
all,o2m_assigned_positive,0.0625,ever_boundary_rate,28885,0.2066555467462768,0.19224525704068146,0.22165415842955327
all,o2m_assigned_positive,0.0625,endpoint_changed_rate,28885,0.2029864374524465,0.18882718178450442,0.21774364424242093
all,o2m_assigned_positive,0.0625,ever_and_endpoint_changed_rate,28885,0.2029864374524465,0.18882718178450442,0.21774364424242093
all,o2m_assigned_positive,0.0625,returned_to_base_after_boundary_rate,28885,0.0036691092938303154,0.0029575284101086043,0.004454769886130306
all,o2m_assigned_positive,0.0625,endpoint_changed_without_recorded_boundary_rate,28885,0.0,0.0,0.0
t_8_16,o2o,0.0625,ever_boundary_rate,25003,0.03503456512999188,0.031154848597588748,0.03913830571182632
t_8_16,o2o,0.0625,endpoint_changed_rate,25003,0.03467436448752083,0.030878293680330536,0.03873254348765428
t_8_16,o2o,0.0625,ever_and_endpoint_changed_rate,25003,0.03467436448752083,0.030878293680330536,0.03873254348765428
t_8_16,o2o,0.0625,returned_to_base_after_boundary_rate,25003,0.0003602006424710482,0.00014153779393330656,0.0006138008892711808
t_8_16,o2o,0.0625,endpoint_changed_without_recorded_boundary_rate,25003,0.0,0.0,0.0
t_8_16,o2m_legacy,0.0625,ever_boundary_rate,25230,0.18902091982359745,0.1771508394216048,0.20150207656005525
t_8_16,o2m_legacy,0.0625,endpoint_changed_rate,25230,0.185613879114537,0.17387279433793867,0.19805568435394766
t_8_16,o2m_legacy,0.0625,ever_and_endpoint_changed_rate,25230,0.185613879114537,0.17387279433793867,0.19805568435394766
t_8_16,o2m_legacy,0.0625,returned_to_base_after_boundary_rate,25230,0.003407040709060466,0.0026746234640365944,0.004206399927725212
t_8_16,o2m_legacy,0.0625,endpoint_changed_without_recorded_boundary_rate,25230,0.0,0.0,0.0
t_8_16,o2m_pre_topk,0.0625,ever_boundary_rate,25230,0.18902091982359745,0.1771508394216048,0.20150207656005525
t_8_16,o2m_pre_topk,0.0625,endpoint_changed_rate,25230,0.185613879114537,0.17387279433793867,0.19805568435394766
t_8_16,o2m_pre_topk,0.0625,ever_and_endpoint_changed_rate,25230,0.185613879114537,0.17387279433793867,0.19805568435394766
t_8_16,o2m_pre_topk,0.0625,returned_to_base_after_boundary_rate,25230,0.003407040709060466,0.0026746234640365944,0.004206399927725212
t_8_16,o2m_pre_topk,0.0625,endpoint_changed_without_recorded_boundary_rate,25230,0.0,0.0,0.0
t_8_16,o2m_assigned_positive,0.0625,ever_boundary_rate,24951,0.1882524178275748,0.17547452303327002,0.20141272271986957
t_8_16,o2m_assigned_positive,0.0625,endpoint_changed_rate,24951,0.1848871128162069,0.1723400222095219,0.19776439498055273
t_8_16,o2m_assigned_positive,0.0625,ever_and_endpoint_changed_rate,24951,0.1848871128162069,0.1723400222095219,0.19776439498055273
t_8_16,o2m_assigned_positive,0.0625,returned_to_base_after_boundary_rate,24951,0.003365305011367905,0.002638844328329538,0.004184776538727187
t_8_16,o2m_assigned_positive,0.0625,endpoint_changed_without_recorded_boundary_rate,24951,0.0,0.0,0.0
s_16_32,o2o,0.0625,ever_boundary_rate,3934,0.030766569951691625,0.02024030866303243,0.04485344447020933
s_16_32,o2o,0.0625,endpoint_changed_rate,3934,0.030766569951691625,0.02024030866303243,0.04485344447020933
s_16_32,o2o,0.0625,ever_and_endpoint_changed_rate,3934,0.030766569951691625,0.02024030866303243,0.04485344447020933
s_16_32,o2o,0.0625,returned_to_base_after_boundary_rate,3934,0.0,0.0,0.0
s_16_32,o2o,0.0625,endpoint_changed_without_recorded_boundary_rate,3934,0.0,0.0,0.0
s_16_32,o2m_legacy,0.0625,ever_boundary_rate,3934,0.32376077221372535,0.2874523383920886,0.3565083140487755
s_16_32,o2m_legacy,0.0625,endpoint_changed_rate,3934,0.3181668504043269,0.28237481305143514,0.35045009844741676
s_16_32,o2m_legacy,0.0625,ever_and_endpoint_changed_rate,3934,0.3181668504043269,0.28237481305143514,0.35045009844741676
s_16_32,o2m_legacy,0.0625,returned_to_base_after_boundary_rate,3934,0.005593921809398477,0.003552808355835958,0.008126716884431404
s_16_32,o2m_legacy,0.0625,endpoint_changed_without_recorded_boundary_rate,3934,0.0,0.0,0.0
s_16_32,o2m_pre_topk,0.0625,ever_boundary_rate,3934,0.32376077221372535,0.2874523383920886,0.3565083140487755
s_16_32,o2m_pre_topk,0.0625,endpoint_changed_rate,3934,0.3181668504043269,0.28237481305143514,0.35045009844741676
s_16_32,o2m_pre_topk,0.0625,ever_and_endpoint_changed_rate,3934,0.3181668504043269,0.28237481305143514,0.35045009844741676
s_16_32,o2m_pre_topk,0.0625,returned_to_base_after_boundary_rate,3934,0.005593921809398477,0.003552808355835958,0.008126716884431404
s_16_32,o2m_pre_topk,0.0625,endpoint_changed_without_recorded_boundary_rate,3934,0.0,0.0,0.0
s_16_32,o2m_assigned_positive,0.0625,ever_boundary_rate,3934,0.3232522338674164,0.2870519806962842,0.3558803220194719
s_16_32,o2m_assigned_positive,0.0625,endpoint_changed_rate,3934,0.3176583120580179,0.28223938196388704,0.3497684723549006
s_16_32,o2m_assigned_positive,0.0625,ever_and_endpoint_changed_rate,3934,0.3176583120580179,0.28223938196388704,0.3497684723549006
s_16_32,o2m_assigned_positive,0.0625,returned_to_base_after_boundary_rate,3934,0.005593921809398477,0.003552808355835958,0.008126716884431404
s_16_32,o2m_assigned_positive,0.0625,endpoint_changed_without_recorded_boundary_rate,3934,0.0,0.0,0.0
all,o2o,0.125,ever_boundary_rate,28853,0.08687663089813644,0.07875461243592975,0.09585415924834469
all,o2o,0.125,endpoint_changed_rate,28853,0.08639124740469857,0.0783355098513453,0.09530085625084062
all,o2o,0.125,ever_and_endpoint_changed_rate,28853,0.08639124740469857,0.0783355098513453,0.09530085625084062
all,o2o,0.125,returned_to_base_after_boundary_rate,28853,0.0004853834934378578,0.0002622371758484738,0.0007262205071403631
all,o2o,0.125,endpoint_changed_without_recorded_boundary_rate,28853,0.0,0.0,0.0
all,o2m_legacy,0.125,ever_boundary_rate,29080,0.3490937742437768,0.3339143058983097,0.3647627037199124
all,o2m_legacy,0.125,endpoint_changed_rate,29080,0.34188119591094157,0.3269839037071124,0.35725719012930957
all,o2m_legacy,0.125,ever_and_endpoint_changed_rate,29080,0.34188119591094157,0.3269839037071124,0.35725719012930957
all,o2m_legacy,0.125,returned_to_base_after_boundary_rate,29080,0.00721257833283528,0.0063201395006787136,0.008213862747850688
all,o2m_legacy,0.125,endpoint_changed_without_recorded_boundary_rate,29080,0.0,0.0,0.0
all,o2m_pre_topk,0.125,ever_boundary_rate,29080,0.3490937742437768,0.3339143058983097,0.3647627037199124
all,o2m_pre_topk,0.125,endpoint_changed_rate,29080,0.34188119591094157,0.3269839037071124,0.35725719012930957
all,o2m_pre_topk,0.125,ever_and_endpoint_changed_rate,29080,0.34188119591094157,0.3269839037071124,0.35725719012930957
all,o2m_pre_topk,0.125,returned_to_base_after_boundary_rate,29080,0.00721257833283528,0.0063201395006787136,0.008213862747850688
all,o2m_pre_topk,0.125,endpoint_changed_without_recorded_boundary_rate,29080,0.0,0.0,0.0
all,o2m_assigned_positive,0.125,ever_boundary_rate,28801,0.348657417182556,0.332846430976697,0.3646552300357239
all,o2m_assigned_positive,0.125,endpoint_changed_rate,28801,0.3414441836714391,0.326152992678935,0.35707791417285484
all,o2m_assigned_positive,0.125,ever_and_endpoint_changed_rate,28801,0.3414441836714391,0.326152992678935,0.35707791417285484
all,o2m_assigned_positive,0.125,returned_to_base_after_boundary_rate,28801,0.00721323351111698,0.006286168705037717,0.00822977079302431
all,o2m_assigned_positive,0.125,endpoint_changed_without_recorded_boundary_rate,28801,0.0,0.0,0.0
t_8_16,o2o,0.125,ever_boundary_rate,24926,0.09049476599806705,0.08276598596518456,0.0991964386304963
t_8_16,o2o,0.125,endpoint_changed_rate,24926,0.08993283125067714,0.08226480719590977,0.09850546858303383
t_8_16,o2o,0.125,ever_and_endpoint_changed_rate,24926,0.08993283125067714,0.08226480719590977,0.09850546858303383
t_8_16,o2o,0.125,returned_to_base_after_boundary_rate,24926,0.0005619347473899164,0.0003083733542113402,0.0008417992460368472
t_8_16,o2o,0.125,endpoint_changed_without_recorded_boundary_rate,24926,0.0,0.0,0.0
t_8_16,o2m_legacy,0.125,ever_boundary_rate,25153,0.32816081223325233,0.31399446752148896,0.34254139911478076
t_8_16,o2m_legacy,0.125,endpoint_changed_rate,25153,0.32168102672645565,0.307742379009346,0.3357495630470496
t_8_16,o2m_legacy,0.125,ever_and_endpoint_changed_rate,25153,0.32168102672645565,0.307742379009346,0.3357495630470496
t_8_16,o2m_legacy,0.125,returned_to_base_after_boundary_rate,25153,0.006479785506796688,0.005495717831768419,0.00755950215672127
t_8_16,o2m_legacy,0.125,endpoint_changed_without_recorded_boundary_rate,25153,0.0,0.0,0.0
t_8_16,o2m_pre_topk,0.125,ever_boundary_rate,25153,0.32816081223325233,0.31399446752148896,0.34254139911478076
t_8_16,o2m_pre_topk,0.125,endpoint_changed_rate,25153,0.32168102672645565,0.307742379009346,0.3357495630470496
t_8_16,o2m_pre_topk,0.125,ever_and_endpoint_changed_rate,25153,0.32168102672645565,0.307742379009346,0.3357495630470496
t_8_16,o2m_pre_topk,0.125,returned_to_base_after_boundary_rate,25153,0.006479785506796688,0.005495717831768419,0.00755950215672127
t_8_16,o2m_pre_topk,0.125,endpoint_changed_without_recorded_boundary_rate,25153,0.0,0.0,0.0
t_8_16,o2m_assigned_positive,0.125,ever_boundary_rate,24874,0.3275015481699401,0.312708723981589,0.34224282061587963
t_8_16,o2m_assigned_positive,0.125,endpoint_changed_rate,24874,0.3210292115283232,0.3065689842132843,0.3353565320824843
t_8_16,o2m_assigned_positive,0.125,ever_and_endpoint_changed_rate,24874,0.3210292115283232,0.3065689842132843,0.3353565320824843
t_8_16,o2m_assigned_positive,0.125,returned_to_base_after_boundary_rate,24874,0.006472336641616854,0.005463546794946436,0.007585766053375246
t_8_16,o2m_assigned_positive,0.125,endpoint_changed_without_recorded_boundary_rate,24874,0.0,0.0,0.0
s_16_32,o2o,0.125,ever_boundary_rate,3927,0.06393535999963061,0.046088815454108166,0.08485262257226656
s_16_32,o2o,0.125,endpoint_changed_rate,3927,0.06393535999963061,0.046088815454108166,0.08485262257226656
s_16_32,o2o,0.125,ever_and_endpoint_changed_rate,3927,0.06393535999963061,0.046088815454108166,0.08485262257226656
s_16_32,o2o,0.125,returned_to_base_after_boundary_rate,3927,0.0,0.0,0.0
s_16_32,o2o,0.125,endpoint_changed_without_recorded_boundary_rate,3927,0.0,0.0,0.0
s_16_32,o2m_legacy,0.125,ever_boundary_rate,3927,0.4830286583949013,0.4493415356746893,0.5146805236520221
s_16_32,o2m_legacy,0.125,endpoint_changed_rate,3927,0.471127468760287,0.43884850453391283,0.5013740507587348
s_16_32,o2m_legacy,0.125,ever_and_endpoint_changed_rate,3927,0.471127468760287,0.43884850453391283,0.5013740507587348
s_16_32,o2m_legacy,0.125,returned_to_base_after_boundary_rate,3927,0.011901189634614184,0.00875929044365344,0.015569319601330636
s_16_32,o2m_legacy,0.125,endpoint_changed_without_recorded_boundary_rate,3927,0.0,0.0,0.0
s_16_32,o2m_pre_topk,0.125,ever_boundary_rate,3927,0.4830286583949013,0.4493415356746893,0.5146805236520221
s_16_32,o2m_pre_topk,0.125,endpoint_changed_rate,3927,0.471127468760287,0.43884850453391283,0.5013740507587348
s_16_32,o2m_pre_topk,0.125,ever_and_endpoint_changed_rate,3927,0.471127468760287,0.43884850453391283,0.5013740507587348
s_16_32,o2m_pre_topk,0.125,returned_to_base_after_boundary_rate,3927,0.011901189634614184,0.00875929044365344,0.015569319601330636
s_16_32,o2m_pre_topk,0.125,endpoint_changed_without_recorded_boundary_rate,3927,0.0,0.0,0.0
s_16_32,o2m_assigned_positive,0.125,ever_boundary_rate,3927,0.48251921329530256,0.4488774681514724,0.5140399281636343
s_16_32,o2m_assigned_positive,0.125,endpoint_changed_rate,3927,0.47061802366068833,0.438385162182413,0.5006917454966291
s_16_32,o2m_assigned_positive,0.125,ever_and_endpoint_changed_rate,3927,0.47061802366068833,0.438385162182413,0.5006917454966291
s_16_32,o2m_assigned_positive,0.125,returned_to_base_after_boundary_rate,3927,0.011901189634614184,0.00875929044365344,0.015569319601330636
s_16_32,o2m_assigned_positive,0.125,endpoint_changed_without_recorded_boundary_rate,3927,0.0,0.0,0.0
all,o2o,0.25,ever_boundary_rate,28792,0.220984487546505,0.20805390181638597,0.23477335088161672
all,o2o,0.25,endpoint_changed_rate,28792,0.21983779449537064,0.20696948032072116,0.23364118865396238
all,o2o,0.25,ever_and_endpoint_changed_rate,28792,0.21983779449537064,0.20696948032072116,0.23364118865396238
all,o2o,0.25,returned_to_base_after_boundary_rate,28792,0.0011466930511343637,0.0007645609695333777,0.001544528997188638
all,o2o,0.25,endpoint_changed_without_recorded_boundary_rate,28792,0.0,0.0,0.0
all,o2m_legacy,0.25,ever_boundary_rate,29019,0.5318019102393231,0.5160525196610277,0.5472757636100984
all,o2m_legacy,0.25,endpoint_changed_rate,29019,0.5183617006328953,0.5029605159073627,0.5335281205772952
all,o2m_legacy,0.25,ever_and_endpoint_changed_rate,29019,0.5183617006328953,0.5029605159073627,0.5335281205772952
all,o2m_legacy,0.25,returned_to_base_after_boundary_rate,29019,0.013440209606427634,0.012131152365229323,0.014773599257320249
all,o2m_legacy,0.25,endpoint_changed_without_recorded_boundary_rate,29019,0.0,0.0,0.0
all,o2m_pre_topk,0.25,ever_boundary_rate,29019,0.5318019102393231,0.5160525196610277,0.5472757636100984
all,o2m_pre_topk,0.25,endpoint_changed_rate,29019,0.5183617006328953,0.5029605159073627,0.5335281205772952
all,o2m_pre_topk,0.25,ever_and_endpoint_changed_rate,29019,0.5183617006328953,0.5029605159073627,0.5335281205772952
all,o2m_pre_topk,0.25,returned_to_base_after_boundary_rate,29019,0.013440209606427634,0.012131152365229323,0.014773599257320249
all,o2m_pre_topk,0.25,endpoint_changed_without_recorded_boundary_rate,29019,0.0,0.0,0.0
all,o2m_assigned_positive,0.25,ever_boundary_rate,28740,0.5287526284536374,0.5124211066767411,0.5443283685604297
all,o2m_assigned_positive,0.25,endpoint_changed_rate,28740,0.5151473143799103,0.4992647482186493,0.5307389292291519
all,o2m_assigned_positive,0.25,ever_and_endpoint_changed_rate,28740,0.5151473143799103,0.4992647482186493,0.5307389292291519
all,o2m_assigned_positive,0.25,returned_to_base_after_boundary_rate,28740,0.013605314073727027,0.012333515085372813,0.014926644940347544
all,o2m_assigned_positive,0.25,endpoint_changed_without_recorded_boundary_rate,28740,0.0,0.0,0.0
t_8_16,o2o,0.25,ever_boundary_rate,24875,0.22603593242889888,0.21392646640801422,0.2394385196180821
t_8_16,o2o,0.25,endpoint_changed_rate,24875,0.2248695034991151,0.2128587478590083,0.23828794264738024
t_8_16,o2o,0.25,ever_and_endpoint_changed_rate,24875,0.2248695034991151,0.2128587478590083,0.23828794264738024
t_8_16,o2o,0.25,returned_to_base_after_boundary_rate,24875,0.001166428929783777,0.0007338225624851251,0.0016189307303693364
t_8_16,o2o,0.25,endpoint_changed_without_recorded_boundary_rate,24875,0.0,0.0,0.0
t_8_16,o2m_legacy,0.25,ever_boundary_rate,25102,0.5112246677979665,0.4966452398117061,0.525381062012684
t_8_16,o2m_legacy,0.25,endpoint_changed_rate,25102,0.4985571776844855,0.4844394921347934,0.5124299792857115
t_8_16,o2m_legacy,0.25,ever_and_endpoint_changed_rate,25102,0.4985571776844855,0.4844394921347934,0.5124299792857115
t_8_16,o2m_legacy,0.25,returned_to_base_after_boundary_rate,25102,0.012667490113480805,0.01138897681364853,0.014066168190214187
t_8_16,o2m_legacy,0.25,endpoint_changed_without_recorded_boundary_rate,25102,0.0,0.0,0.0
t_8_16,o2m_pre_topk,0.25,ever_boundary_rate,25102,0.5112246677979665,0.4966452398117061,0.525381062012684
t_8_16,o2m_pre_topk,0.25,endpoint_changed_rate,25102,0.4985571776844855,0.4844394921347934,0.5124299792857115
t_8_16,o2m_pre_topk,0.25,ever_and_endpoint_changed_rate,25102,0.4985571776844855,0.4844394921347934,0.5124299792857115
t_8_16,o2m_pre_topk,0.25,returned_to_base_after_boundary_rate,25102,0.012667490113480805,0.01138897681364853,0.014066168190214187
t_8_16,o2m_pre_topk,0.25,endpoint_changed_without_recorded_boundary_rate,25102,0.0,0.0,0.0
t_8_16,o2m_assigned_positive,0.25,ever_boundary_rate,24823,0.5079064992076422,0.49265354658132643,0.5225820806890268
t_8_16,o2m_assigned_positive,0.25,endpoint_changed_rate,24823,0.4950564966460699,0.4800640115376521,0.5096919114990288
t_8_16,o2m_assigned_positive,0.25,ever_and_endpoint_changed_rate,24823,0.4950564966460699,0.4800640115376521,0.5096919114990288
t_8_16,o2m_assigned_positive,0.25,returned_to_base_after_boundary_rate,24823,0.012850002561572437,0.011578410334080467,0.014217700927513146
t_8_16,o2m_assigned_positive,0.25,endpoint_changed_without_recorded_boundary_rate,24823,0.0,0.0,0.0
s_16_32,o2o,0.25,ever_boundary_rate,3917,0.18893902552213293,0.1538493474453017,0.2238373911945181
s_16_32,o2o,0.25,endpoint_changed_rate,3917,0.18791753335203396,0.15305089903225594,0.22271957232999035
s_16_32,o2o,0.25,ever_and_endpoint_changed_rate,3917,0.18791753335203396,0.15305089903225594,0.22271957232999035
s_16_32,o2o,0.25,returned_to_base_after_boundary_rate,3917,0.0010214921700989772,0.00022628846941635865,0.002156599492631394
s_16_32,o2o,0.25,endpoint_changed_without_recorded_boundary_rate,3917,0.0,0.0,0.0
s_16_32,o2m_legacy,0.25,ever_boundary_rate,3917,0.6635294077909211,0.6484640196149519,0.6807709227564942
s_16_32,o2m_legacy,0.25,endpoint_changed_rate,3917,0.6451425487291395,0.6296752262276605,0.6626271990536075
s_16_32,o2m_legacy,0.25,ever_and_endpoint_changed_rate,3917,0.6451425487291395,0.6296752262276605,0.6626271990536075
s_16_32,o2m_legacy,0.25,returned_to_base_after_boundary_rate,3917,0.01838685906178159,0.014531871544965198,0.022396113626041676
s_16_32,o2m_legacy,0.25,endpoint_changed_without_recorded_boundary_rate,3917,0.0,0.0,0.0
s_16_32,o2m_pre_topk,0.25,ever_boundary_rate,3917,0.6635294077909211,0.6484640196149519,0.6807709227564942
s_16_32,o2m_pre_topk,0.25,endpoint_changed_rate,3917,0.6451425487291395,0.6296752262276605,0.6626271990536075
s_16_32,o2m_pre_topk,0.25,ever_and_endpoint_changed_rate,3917,0.6451425487291395,0.6296752262276605,0.6626271990536075
s_16_32,o2m_pre_topk,0.25,returned_to_base_after_boundary_rate,3917,0.01838685906178159,0.014531871544965198,0.022396113626041676
s_16_32,o2m_pre_topk,0.25,endpoint_changed_without_recorded_boundary_rate,3917,0.0,0.0,0.0
