relative_path,bytes,sha256
weights/yolo26s.pt,20422725,646f8bc3fe0a656803d95c294f7852321748cb29d13466a1af8862e2db384a1b
weights/yolov10s.pt,32956375,ead771e17479ccd099353b3240437822ec04b8b7a6292678b544cfcf427183b9
checkpoints/yolo26_margin_commitment_fix3/best.pt,20362430,dd036be669aa23bca709b24b19872fe4375c486a75281ae180ec3161ed2f846d
checkpoints/yolo26_margin_commitment_fix3/last.pt,20362430,70d2e8002f9900b76e4128460504f37b2c1055de49af24d137426cc56d308081
checkpoints/yolo26_o2m_evidence_resolver/best.pt,20362430,88e42633ac059c3be240acd2b135f70980d715eb9c6c10253cacf45551097e1c
checkpoints/yolo26_o2m_evidence_resolver/last.pt,20362430,cbaf2c1465cff191692c26901c3e7782a29c75b6b32b337303dd1fc748449c63
checkpoints/yolov10s_native_aitod/best.pt,16575867,ecf7ca8df8eded54b9500109123f94ef8eaddd736bd8351a968761f0f62a0d38
checkpoints/yolov10s_native_aitod/last.pt,16575867,ff7c4be66cd0250c4506dd46e98eefe28b1ca50ca175b866813561d880a3ff71
