image_id,gt_id,class_id,direction,size_bin,width,height,area,stratum,sampling_weight,scan_limit,scan_limit_reason,scan_limit_float32_guard_pixels,o2o_base_active,o2o_base_runner,o2o_base_margin,rho_R_base_q_active,rho_R_base_q_runner,rho_R_base_q_gap,o2m_legacy_base,o2m_pre_topk_base,o2m_assigned_positive_base,o2m_positive_count_base,o2o_event_observed,o2o_radius,o2o_right_censored,o2o_censor_radius,o2o_censor_reason,o2o_bracket_low,o2o_bracket_high,o2m_legacy_event_observed,o2m_legacy_radius,o2m_legacy_right_censored,o2m_legacy_censor_radius,o2m_legacy_censor_reason,o2m_legacy_bracket_low,o2m_legacy_bracket_high,o2m_pre_topk_event_observed,o2m_pre_topk_radius,o2m_pre_topk_right_censored,o2m_pre_topk_censor_radius,o2m_pre_topk_censor_reason,o2m_pre_topk_bracket_low,o2m_pre_topk_bracket_high,o2m_assigned_positive_event_observed,o2m_assigned_positive_radius,o2m_assigned_positive_right_censored,o2m_assigned_positive_censor_radius,o2m_assigned_positive_censor_reason,o2m_assigned_positive_bracket_low,o2m_assigned_positive_bracket_high,rho_R_event_observed,rho_R_radius,rho_R_right_censored,rho_R_competing_censored,rho_R_censor_radius,rho_R_censor_reason,rho_R_bracket_low,rho_R_bracket_high,o2o_event_active,o2o_first_divergence
0000126_00054_d_0000124__1200_0,0,6,left,s_16_32,15.99993896484375,28.0,447.998291015625,t_and_s,44.130434782608695,0.25,rmax,0.0,7555,7556,0.9779112942448512,0.17748190462589264,0.003920345567166805,0.17356155905872583,11927,11927,11927,8,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.0478515625,eligibility_boundary,0.046875,0.0478515625,,right_censored
0000126_00054_d_0000124__1200_0,0,6,right,s_16_32,15.99993896484375,28.0,447.998291015625,t_and_s,44.130434782608695,0.25,rmax,0.0,7555,7556,0.9779112942448512,0.17748190462589264,0.003920345567166805,0.17356155905872583,11927,11927,11927,8,0,,1,0.25,rmax,,,1,0.0068359375,0,,,0.005859375,0.0068359375,1,0.0068359375,0,,,0.005859375,0.0068359375,1,0.0068359375,0,,,0.005859375,0.0068359375,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,0,6,up,s_16_32,15.99993896484375,28.0,447.998291015625,t_and_s,44.130434782608695,0.25,rmax,0.0,7555,7556,0.9779112942448512,0.17748190462589264,0.003920345567166805,0.17356155905872583,11927,11927,11927,8,0,,1,0.25,rmax,,,1,0.189453125,0,,,0.1884765625,0.189453125,1,0.189453125,0,,,0.1884765625,0.189453125,1,0.189453125,0,,,0.1884765625,0.189453125,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,0,6,down,s_16_32,15.99993896484375,28.0,447.998291015625,t_and_s,44.130434782608695,0.25,rmax,0.0,7555,7556,0.9779112942448512,0.17748190462589264,0.003920345567166805,0.17356155905872583,11927,11927,11927,8,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,1,6,left,s_16_32,14.0,22.0,308.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7553,7554,0.5451499479633407,0.12852835655212402,0.058461129665374756,0.07006722688674927,7653,7653,7653,4,1,0.1640625,0,,,0.1630859375,0.1640625,1,0.0390625,0,,,0.0380859375,0.0390625,1,0.0390625,0,,,0.0380859375,0.0390625,1,0.0390625,0,,,0.0380859375,0.0390625,0,,0,1,0.1142578125,eligibility_boundary,0.11328125,0.1142578125,11876,eligibility_boundary
0000126_00054_d_0000124__1200_0,1,6,right,s_16_32,14.0,22.0,308.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7553,7554,0.5451499479633407,0.12852835655212402,0.058461129665374756,0.07006722688674927,7653,7653,7653,4,1,0.0703125,0,,,0.0693359375,0.0703125,1,0.0947265625,0,,,0.09375,0.0947265625,1,0.0947265625,0,,,0.09375,0.0947265625,1,0.0947265625,0,,,0.09375,0.0947265625,1,0.0703125,0,0,,,0.0693359375,0.0703125,7554,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,1,6,up,s_16_32,14.0,22.0,308.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7553,7554,0.5451499479633407,0.12852835655212402,0.058461129665374756,0.07006722688674927,7653,7653,7653,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,1,6,down,s_16_32,14.0,22.0,308.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7553,7554,0.5451499479633407,0.12852835655212402,0.058461129665374756,0.07006722688674927,7653,7653,7653,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,2,6,left,t_8_16,8.0,19.99993896484375,159.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,6118,6218,0.910039251154844,0.19160808622837067,0.017237206920981407,0.17437087930738926,6218,6218,6218,3,1,0.1572265625,0,,,0.15625,0.1572265625,1,0.001953125,0,,,0.0009765625,0.001953125,1,0.001953125,0,,,0.0009765625,0.001953125,1,0.001953125,0,,,0.0009765625,0.001953125,0,,0,1,0.158203125,eligibility_boundary,0.1572265625,0.158203125,12879,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,2,6,right,t_8_16,8.0,19.99993896484375,159.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,6118,6218,0.910039251154844,0.19160808622837067,0.017237206920981407,0.17437087930738926,6218,6218,6218,3,0,,1,0.25,rmax,,,1,0.029296875,0,,,0.0283203125,0.029296875,1,0.029296875,0,,,0.0283203125,0.029296875,1,0.029296875,0,,,0.0283203125,0.029296875,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,2,6,up,t_8_16,8.0,19.99993896484375,159.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,6118,6218,0.910039251154844,0.19160808622837067,0.017237206920981407,0.17437087930738926,6218,6218,6218,3,0,,1,0.25,rmax,,,1,0.0146484375,0,,,0.013671875,0.0146484375,1,0.0146484375,0,,,0.013671875,0.0146484375,1,0.0146484375,0,,,0.013671875,0.0146484375,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,2,6,down,t_8_16,8.0,19.99993896484375,159.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,6118,6218,0.910039251154844,0.19160808622837067,0.017237206920981407,0.17437087930738926,6218,6218,6218,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,3,6,left,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,0,,0,0,,base_active_missing,,,5731,eligibility_boundary
0000126_00054_d_0000124__1200_0,3,6,right,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,1,0.0009765625,0,,,0.0,0.0009765625,0,,0,0,,base_active_missing,,,5732,eligibility_boundary
0000126_00054_d_0000124__1200_0,3,6,up,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_active_missing,,,,right_censored
0000126_00054_d_0000124__1200_0,3,6,down,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,,,,0,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_active_missing,,,,right_censored
0000126_00054_d_0000124__1200_0,4,6,left,t_8_16,6.0,15.99993896484375,95.9996337890625,t_and_s,44.130434782608695,0.25,rmax,0.0,5324,5224,0.9265748279940125,0.08263897895812988,0.006067781243473291,0.07657119771465659,5224,5224,5224,3,1,0.10546875,0,,,0.1044921875,0.10546875,1,0.1025390625,0,,,0.1015625,0.1025390625,1,0.1025390625,0,,,0.1015625,0.1025390625,1,0.1025390625,0,,,0.1015625,0.1025390625,0,,1,0,0.25,rmax,,,5323,eligibility_boundary
0000126_00054_d_0000124__1200_0,4,6,right,t_8_16,6.0,15.99993896484375,95.9996337890625,t_and_s,44.130434782608695,0.25,rmax,0.0,5324,5224,0.9265748279940125,0.08263897895812988,0.006067781243473291,0.07657119771465659,5224,5224,5224,3,0,,1,0.25,rmax,,,1,0.1201171875,0,,,0.119140625,0.1201171875,1,0.1201171875,0,,,0.119140625,0.1201171875,1,0.1201171875,0,,,0.119140625,0.1201171875,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,4,6,up,t_8_16,6.0,15.99993896484375,95.9996337890625,t_and_s,44.130434782608695,0.25,rmax,0.0,5324,5224,0.9265748279940125,0.08263897895812988,0.006067781243473291,0.07657119771465659,5224,5224,5224,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,4,6,down,t_8_16,6.0,15.99993896484375,95.9996337890625,t_and_s,44.130434782608695,0.25,rmax,0.0,5324,5224,0.9265748279940125,0.08263897895812988,0.006067781243473291,0.07657119771465659,5224,5224,5224,3,0,,1,0.25,rmax,,,1,0.068359375,0,,,0.0673828125,0.068359375,1,0.068359375,0,,,0.0673828125,0.068359375,1,0.068359375,0,,,0.0673828125,0.068359375,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,5,6,left,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5325,5225,0.1709524394808906,0.12947764992713928,0.10734312981367111,0.02213452011346817,5325,5325,5325,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,5,6,right,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5325,5225,0.1709524394808906,0.12947764992713928,0.10734312981367111,0.02213452011346817,5325,5325,5325,2,1,0.0830078125,0,,,0.08203125,0.0830078125,1,0.078125,0,,,0.0771484375,0.078125,1,0.078125,0,,,0.0771484375,0.078125,1,0.078125,0,,,0.0771484375,0.078125,1,0.0830078125,0,0,,,0.08203125,0.0830078125,5225,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,5,6,up,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5325,5225,0.1709524394808906,0.12947764992713928,0.10734312981367111,0.02213452011346817,5325,5325,5325,2,0,,1,0.25,rmax,,,1,0.068359375,0,,,0.0673828125,0.068359375,1,0.068359375,0,,,0.0673828125,0.068359375,1,0.068359375,0,,,0.0673828125,0.068359375,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,5,6,down,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5325,5225,0.1709524394808906,0.12947764992713928,0.10734312981367111,0.02213452011346817,5325,5325,5325,2,0,,1,0.25,rmax,,,1,0.150390625,0,,,0.1494140625,0.150390625,1,0.150390625,0,,,0.1494140625,0.150390625,1,0.150390625,0,,,0.1494140625,0.150390625,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,6,6,left,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5022,12805,0.965488705520976,0.12896539270877838,0.004450762644410133,0.12451463006436825,12805,12805,12805,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,6,6,right,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5022,12805,0.965488705520976,0.12896539270877838,0.004450762644410133,0.12451463006436825,12805,12805,12805,2,0,,1,0.25,rmax,,,1,0.00390625,0,,,0.0029296875,0.00390625,1,0.00390625,0,,,0.0029296875,0.00390625,1,0.00390625,0,,,0.0029296875,0.00390625,0,,0,1,0.0947265625,eligibility_boundary,0.09375,0.0947265625,,right_censored
0000126_00054_d_0000124__1200_0,6,6,up,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5022,12805,0.965488705520976,0.12896539270877838,0.004450762644410133,0.12451463006436825,12805,12805,12805,2,0,,1,0.25,rmax,,,1,0.1923828125,0,,,0.19140625,0.1923828125,1,0.1923828125,0,,,0.19140625,0.1923828125,1,0.1923828125,0,,,0.19140625,0.1923828125,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,6,6,down,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5022,12805,0.965488705520976,0.12896539270877838,0.004450762644410133,0.12451463006436825,12805,12805,12805,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,7,6,left,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5025,12806,0.8866667579952103,0.027047650888562202,0.0030653979629278183,0.023982252925634384,5025,5025,5025,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,7,6,right,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5025,12806,0.8866667579952103,0.027047650888562202,0.0030653979629278183,0.023982252925634384,5025,5025,5025,2,1,0.0888671875,0,,,0.087890625,0.0888671875,1,0.0888671875,0,,,0.087890625,0.0888671875,1,0.0888671875,0,,,0.087890625,0.0888671875,1,0.0888671875,0,,,0.087890625,0.0888671875,0,,0,1,0.0888671875,eligibility_boundary,0.087890625,0.0888671875,12806,eligibility_boundary
0000126_00054_d_0000124__1200_0,7,6,up,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5025,12806,0.8866667579952103,0.027047650888562202,0.0030653979629278183,0.023982252925634384,5025,5025,5025,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,7,6,down,t_8_16,8.0,16.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5025,12806,0.8866667579952103,0.027047650888562202,0.0030653979629278183,0.023982252925634384,5025,5025,5025,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,8,6,left,t_8_16,8.0,13.99993896484375,111.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,4823,,,,,,4823,4823,4823,1,1,0.2001953125,0,,,0.19921875,0.2001953125,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_runner_missing,,,11211,eligibility_boundary
0000126_00054_d_0000124__1200_0,8,6,right,t_8_16,8.0,13.99993896484375,111.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,4823,,,,,,4823,4823,4823,1,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_runner_missing,,,,right_censored
0000126_00054_d_0000124__1200_0,8,6,up,t_8_16,8.0,13.99993896484375,111.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,4823,,,,,,4823,4823,4823,1,0,,1,0.25,rmax,,,1,0.1162109375,0,,,0.115234375,0.1162109375,1,0.1162109375,0,,,0.115234375,0.1162109375,1,0.1162109375,0,,,0.115234375,0.1162109375,0,,0,0,,base_runner_missing,,,,right_censored
0000126_00054_d_0000124__1200_0,8,6,down,t_8_16,8.0,13.99993896484375,111.99951171875,t_and_s,44.130434782608695,0.25,rmax,0.0,4823,,,,,,4823,4823,4823,1,0,,1,0.25,rmax,,,1,0.2333984375,0,,,0.232421875,0.2333984375,1,0.2333984375,0,,,0.232421875,0.2333984375,1,0.2333984375,0,,,0.232421875,0.2333984375,0,,0,0,,base_runner_missing,,,,right_censored
0000126_00054_d_0000124__1200_0,9,6,left,t_8_16,6.0,14.0,84.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4824,4825,0.48533371255412544,0.11146314442157745,0.057366322726011276,0.05409682169556618,4925,4925,4925,5,0,,1,0.25,rmax,,,1,0.0263671875,0,,,0.025390625,0.0263671875,1,0.0263671875,0,,,0.025390625,0.0263671875,1,0.0263671875,0,,,0.025390625,0.0263671875,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,9,6,right,t_8_16,6.0,14.0,84.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4824,4825,0.48533371255412544,0.11146314442157745,0.057366322726011276,0.05409682169556618,4925,4925,4925,5,1,0.0205078125,0,,,0.01953125,0.0205078125,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,1,0.0205078125,0,0,,,0.01953125,0.0205078125,4825,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,9,6,up,t_8_16,6.0,14.0,84.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4824,4825,0.48533371255412544,0.11146314442157745,0.057366322726011276,0.05409682169556618,4925,4925,4925,5,0,,1,0.25,rmax,,,1,0.05859375,0,,,0.0576171875,0.05859375,1,0.05859375,0,,,0.0576171875,0.05859375,1,0.05859375,0,,,0.0576171875,0.05859375,0,,1,0,0.25,rmax,,,,right_censored
0000126_00054_d_0000124__1200_0,9,6,down,t_8_16,6.0,14.0,84.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4824,4825,0.48533371255412544,0.11146314442157745,0.057366322726011276,0.05409682169556618,4925,4925,4925,5,1,0.248046875,0,,,0.2470703125,0.248046875,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,1,0.248046875,0,0,,,0.2470703125,0.248046875,4825,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,10,6,left,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5403,11351,0.7249862572263965,0.024616839364171028,0.006769969128072262,0.017846870236098766,11351,11351,11351,2,1,0.083984375,0,,,0.0830078125,0.083984375,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.083984375,eligibility_boundary,0.0830078125,0.083984375,5402,eligibility_boundary
0000126_00054_d_0000124__1200_0,10,6,right,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5403,11351,0.7249862572263965,0.024616839364171028,0.006769969128072262,0.017846870236098766,11351,11351,11351,2,0,,1,0.25,rmax,,,1,0.1435546875,0,,,0.142578125,0.1435546875,1,0.1435546875,0,,,0.142578125,0.1435546875,1,0.1435546875,0,,,0.142578125,0.1435546875,0,,0,1,0.25,eligibility_boundary,0.2490234375,0.25,,right_censored
0000126_00054_d_0000124__1200_0,10,6,up,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5403,11351,0.7249862572263965,0.024616839364171028,0.006769969128072262,0.017846870236098766,11351,11351,11351,2,0,,1,0.25,rmax,,,1,0.1669921875,0,,,0.166015625,0.1669921875,1,0.1669921875,0,,,0.166015625,0.1669921875,1,0.1669921875,0,,,0.166015625,0.1669921875,0,,0,1,0.1669921875,eligibility_boundary,0.166015625,0.1669921875,,right_censored
0000126_00054_d_0000124__1200_0,10,6,down,t_8_16,8.0,18.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5403,11351,0.7249862572263965,0.024616839364171028,0.006769969128072262,0.017846870236098766,11351,11351,11351,2,1,0.08984375,0,,,0.0888671875,0.08984375,1,0.185546875,0,,,0.1845703125,0.185546875,1,0.185546875,0,,,0.1845703125,0.185546875,1,0.185546875,0,,,0.1845703125,0.185546875,1,0.08984375,0,0,,,0.0888671875,0.08984375,11351,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,11,6,left,t_8_16,6.0,16.0,96.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5303,11301,0.5868383500869593,0.010402885265648365,0.0042980732396245,0.006104812026023865,11301,11301,11301,2,1,0.0458984375,0,,,0.044921875,0.0458984375,1,0.1416015625,0,,,0.140625,0.1416015625,1,0.1416015625,0,,,0.140625,0.1416015625,1,0.1416015625,0,,,0.140625,0.1416015625,1,0.0458984375,0,0,,,0.044921875,0.0458984375,11301,within_set_geometry_rank_reversal
0000126_00054_d_0000124__1200_0,11,6,right,t_8_16,6.0,16.0,96.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5303,11301,0.5868383500869593,0.010402885265648365,0.0042980732396245,0.006104812026023865,11301,11301,11301,2,1,0.2099609375,0,,,0.208984375,0.2099609375,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.2099609375,conflict_reassignment,0.208984375,0.2099609375,11301,conflict_reassignment
0000126_00054_d_0000124__1200_0,11,6,up,t_8_16,6.0,16.0,96.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5303,11301,0.5868383500869593,0.010402885265648365,0.0042980732396245,0.006104812026023865,11301,11301,11301,2,1,0.1025390625,0,,,0.1015625,0.1025390625,1,0.10546875,0,,,0.1044921875,0.10546875,1,0.10546875,0,,,0.1044921875,0.10546875,1,0.10546875,0,,,0.1044921875,0.10546875,1,0.1083984375,0,0,,,0.107421875,0.1083984375,5203,eligibility_boundary
0000126_00054_d_0000124__1200_0,11,6,down,t_8_16,6.0,16.0,96.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5303,11301,0.5868383500869593,0.010402885265648365,0.0042980732396245,0.006104812026023865,11301,11301,11301,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000170_00401_d_0000001__160_0,0,6,left,s_16_32,10.0,32.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5619,11409,0.9108597727564824,0.2909039556980133,0.02593124471604824,0.26497271098196507,5619,5619,5619,5,1,0.099609375,0,,,0.0986328125,0.099609375,1,0.0244140625,0,,,0.0234375,0.0244140625,1,0.0244140625,0,,,0.0234375,0.0244140625,1,0.0244140625,0,,,0.0234375,0.0244140625,0,,0,1,0.1123046875,eligibility_boundary,0.111328125,0.1123046875,5618,eligibility_boundary
0000170_00401_d_0000001__160_0,0,6,right,s_16_32,10.0,32.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5619,11409,0.9108597727564824,0.2909039556980133,0.02593124471604824,0.26497271098196507,5619,5619,5619,5,0,,1,0.25,rmax,,,1,0.04296875,0,,,0.0419921875,0.04296875,1,0.04296875,0,,,0.0419921875,0.04296875,1,0.04296875,0,,,0.0419921875,0.04296875,0,,0,1,0.2236328125,eligibility_boundary,0.22265625,0.2236328125,,right_censored
0000170_00401_d_0000001__160_0,0,6,up,s_16_32,10.0,32.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5619,11409,0.9108597727564824,0.2909039556980133,0.02593124471604824,0.26497271098196507,5619,5619,5619,5,0,,1,0.25,rmax,,,1,0.0830078125,0,,,0.08203125,0.0830078125,1,0.0830078125,0,,,0.08203125,0.0830078125,1,0.0830078125,0,,,0.08203125,0.0830078125,0,,1,0,0.25,rmax,,,,right_censored
0000170_00401_d_0000001__160_0,0,6,down,s_16_32,10.0,32.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5619,11409,0.9108597727564824,0.2909039556980133,0.02593124471604824,0.26497271098196507,5619,5619,5619,5,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
0000170_00401_d_0000001__160_0,1,6,left,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,5619,5619,,0,1,0.189453125,0,,,0.1884765625,0.189453125,1,0.1416015625,0,,,0.140625,0.1416015625,1,0.1416015625,0,,,0.140625,0.1416015625,1,0.189453125,0,,,0.1884765625,0.189453125,0,,0,0,,base_active_missing,,,5518,eligibility_boundary
0000170_00401_d_0000001__160_0,1,6,right,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,5619,5619,,0,0,,1,0.25,rmax,,,1,0.0869140625,0,,,0.0859375,0.0869140625,1,0.0869140625,0,,,0.0859375,0.0869140625,0,,1,0.25,rmax,,,0,,0,0,,base_active_missing,,,,right_censored
0000170_00401_d_0000001__160_0,1,6,up,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,5619,5619,,0,1,0.189453125,0,,,0.1884765625,0.189453125,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,1,0.189453125,0,,,0.1884765625,0.189453125,0,,0,0,,base_active_missing,,,11359,eligibility_boundary
0000170_00401_d_0000001__160_0,1,6,down,t_8_16,8.0,14.0,112.0,t_and_s,44.130434782608695,0.25,rmax,0.0,,,,,,,5619,5619,,0,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,0,,base_active_missing,,,,right_censored
0000170_00401_d_0000001__160_0,2,6,left,s_16_32,16.0,26.00006103515625,416.0009765625,t_and_s,44.130434782608695,0.25,rmax,0.0,11407,5616,-1.22314870563239,0.004934527445584536,0.010970188304781914,-0.006035660859197378,5615,5615,11407,1,1,0.0498046875,0,,,0.048828125,0.0498046875,1,0.0029296875,0,,,0.001953125,0.0029296875,1,0.0029296875,0,,,0.001953125,0.0029296875,1,0.16796875,0,,,0.1669921875,0.16796875,0,,0,0,,base_order_not_active_over_runner,,,5714,eligibility_boundary
0000170_00401_d_0000001__160_0,2,6,right,s_16_32,16.0,26.00006103515625,416.0009765625,t_and_s,44.130434782608695,0.25,rmax,0.0,11407,5616,-1.22314870563239,0.004934527445584536,0.010970188304781914,-0.006035660859197378,5615,5615,11407,1,1,0.0673828125,0,,,0.06640625,0.0673828125,1,0.1962890625,0,,,0.1953125,0.1962890625,1,0.1962890625,0,,,0.1953125,0.1962890625,1,0.1474609375,0,,,0.146484375,0.1474609375,0,,0,0,,base_order_not_active_over_runner,,,5815,conflict_reassignment
