image_id,gt_id,class_id,direction,size_bin,width,height,area,stratum,sampling_weight,scan_limit,scan_limit_reason,scan_limit_float32_guard_pixels,o2o_base_active,o2o_base_runner,o2o_base_margin,rho_R_base_q_active,rho_R_base_q_runner,rho_R_base_q_gap,o2m_legacy_base,o2m_pre_topk_base,o2m_assigned_positive_base,o2m_positive_count_base,o2o_event_observed,o2o_radius,o2o_right_censored,o2o_censor_radius,o2o_censor_reason,o2o_bracket_low,o2o_bracket_high,o2m_legacy_event_observed,o2m_legacy_radius,o2m_legacy_right_censored,o2m_legacy_censor_radius,o2m_legacy_censor_reason,o2m_legacy_bracket_low,o2m_legacy_bracket_high,o2m_pre_topk_event_observed,o2m_pre_topk_radius,o2m_pre_topk_right_censored,o2m_pre_topk_censor_radius,o2m_pre_topk_censor_reason,o2m_pre_topk_bracket_low,o2m_pre_topk_bracket_high,o2m_assigned_positive_event_observed,o2m_assigned_positive_radius,o2m_assigned_positive_right_censored,o2m_assigned_positive_censor_radius,o2m_assigned_positive_censor_reason,o2m_assigned_positive_bracket_low,o2m_assigned_positive_bracket_high,rho_R_event_observed,rho_R_radius,rho_R_right_censored,rho_R_competing_censored,rho_R_censor_radius,rho_R_censor_reason,rho_R_bracket_low,rho_R_bracket_high,o2o_event_active,o2o_first_divergence
1838__0_600,74,5,up,t_8_16,24.0,8.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7186,7185,0.950229973108188,0.019189711660146713,0.0009550724644213915,0.018234639195725322,7186,7186,7186,4,1,0.216796875,0,,,0.2158203125,0.216796875,1,0.197265625,0,,,0.1962890625,0.197265625,1,0.197265625,0,,,0.1962890625,0.197265625,1,0.197265625,0,,,0.1962890625,0.197265625,0,,0,1,0.216796875,eligibility_boundary,0.2158203125,0.216796875,11792,eligibility_boundary
1838__0_600,74,5,down,t_8_16,24.0,8.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7186,7185,0.950229973108188,0.019189711660146713,0.0009550724644213915,0.018234639195725322,7186,7186,7186,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,75,5,left,t_8_16,18.0,14.0,252.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6766,6867,0.3270770893785811,0.006490819156169891,0.004367820918560028,0.0021229982376098633,6867,6867,6867,3,1,0.15234375,0,,,0.1513671875,0.15234375,1,0.189453125,0,,,0.1884765625,0.189453125,1,0.189453125,0,,,0.1884765625,0.189453125,1,0.189453125,0,,,0.1884765625,0.189453125,0,,0,1,0.189453125,eligibility_boundary,0.1884765625,0.189453125,6765,eligibility_boundary
1838__0_600,75,5,right,t_8_16,18.0,14.0,252.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6766,6867,0.3270770893785811,0.006490819156169891,0.004367820918560028,0.0021229982376098633,6867,6867,6867,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,75,5,up,t_8_16,18.0,14.0,252.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6766,6867,0.3270770893785811,0.006490819156169891,0.004367820918560028,0.0021229982376098633,6867,6867,6867,3,0,,1,0.25,rmax,,,1,0.1123046875,0,,,0.111328125,0.1123046875,1,0.1123046875,0,,,0.111328125,0.1123046875,1,0.1123046875,0,,,0.111328125,0.1123046875,0,,0,1,0.126953125,eligibility_boundary,0.1259765625,0.126953125,,right_censored
1838__0_600,75,5,down,t_8_16,18.0,14.0,252.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6766,6867,0.3270770893785811,0.006490819156169891,0.004367820918560028,0.0021229982376098633,6867,6867,6867,3,1,0.236328125,0,,,0.2353515625,0.236328125,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,6866,within_set_geometry_rank_reversal
1838__0_600,76,5,left,s_16_32,16.0,20.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9254,9353,0.9269500313023986,0.006252613849937916,0.0004567532450892031,0.005795860604848713,9254,9254,9254,5,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,76,5,right,s_16_32,16.0,20.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9254,9353,0.9269500313023986,0.006252613849937916,0.0004567532450892031,0.005795860604848713,9254,9254,9254,5,1,0.2021484375,0,,,0.201171875,0.2021484375,1,0.1943359375,0,,,0.193359375,0.1943359375,1,0.1943359375,0,,,0.193359375,0.1943359375,1,0.1943359375,0,,,0.193359375,0.1943359375,0,,0,1,0.16796875,eligibility_boundary,0.1669921875,0.16796875,9255,eligibility_boundary
1838__0_600,76,5,up,s_16_32,16.0,20.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9254,9353,0.9269500313023986,0.006252613849937916,0.0004567532450892031,0.005795860604848713,9254,9254,9254,5,0,,1,0.25,rmax,,,1,0.08203125,0,,,0.0810546875,0.08203125,1,0.08203125,0,,,0.0810546875,0.08203125,1,0.08203125,0,,,0.0810546875,0.08203125,0,,0,1,0.2236328125,eligibility_boundary,0.22265625,0.2236328125,,right_censored
1838__0_600,76,5,down,s_16_32,16.0,20.0,320.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9254,9353,0.9269500313023986,0.006252613849937916,0.0004567532450892031,0.005795860604848713,9254,9254,9254,5,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,77,5,left,t_8_16,17.999969482421875,10.0,179.99969482421875,t_and_s,44.130434782608695,0.25,rmax,0.0,2029,2030,0.9766238591074622,0.06543712317943573,0.001529667410068214,0.06390745576936752,10514,10514,10514,3,0,,1,0.25,rmax,,,1,0.21484375,0,,,0.2138671875,0.21484375,1,0.21484375,0,,,0.2138671875,0.21484375,1,0.21484375,0,,,0.2138671875,0.21484375,0,,0,1,0.2236328125,eligibility_boundary,0.22265625,0.2236328125,,right_censored
1838__0_600,77,5,right,t_8_16,17.999969482421875,10.0,179.99969482421875,t_and_s,44.130434782608695,0.25,rmax,0.0,2029,2030,0.9766238591074622,0.06543712317943573,0.001529667410068214,0.06390745576936752,10514,10514,10514,3,0,,1,0.25,rmax,,,1,0.1103515625,0,,,0.109375,0.1103515625,1,0.1103515625,0,,,0.109375,0.1103515625,1,0.1103515625,0,,,0.109375,0.1103515625,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,77,5,up,t_8_16,17.999969482421875,10.0,179.99969482421875,t_and_s,44.130434782608695,0.25,rmax,0.0,2029,2030,0.9766238591074622,0.06543712317943573,0.001529667410068214,0.06390745576936752,10514,10514,10514,3,0,,1,0.25,rmax,,,1,0.017578125,0,,,0.0166015625,0.017578125,1,0.017578125,0,,,0.0166015625,0.017578125,1,0.017578125,0,,,0.0166015625,0.017578125,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,77,5,down,t_8_16,17.999969482421875,10.0,179.99969482421875,t_and_s,44.130434782608695,0.25,rmax,0.0,2029,2030,0.9766238591074622,0.06543712317943573,0.001529667410068214,0.06390745576936752,10514,10514,10514,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,78,5,left,s_16_32,20.0,26.0,520.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4781,11190,0.9873380023076807,0.0021742526441812515,2.753038097580429e-05,0.0021467222632054472,4781,4781,4781,9,0,,1,0.25,rmax,,,1,0.25,0,,,0.2490234375,0.25,1,0.25,0,,,0.2490234375,0.25,1,0.25,0,,,0.2490234375,0.25,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,78,5,right,s_16_32,20.0,26.0,520.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4781,11190,0.9873380023076807,0.0021742526441812515,2.753038097580429e-05,0.0021467222632054472,4781,4781,4781,9,0,,1,0.25,rmax,,,1,0.2158203125,0,,,0.21484375,0.2158203125,1,0.2158203125,0,,,0.21484375,0.2158203125,1,0.2158203125,0,,,0.21484375,0.2158203125,0,,0,1,0.17578125,eligibility_boundary,0.1748046875,0.17578125,,right_censored
1838__0_600,78,5,up,s_16_32,20.0,26.0,520.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4781,11190,0.9873380023076807,0.0021742526441812515,2.753038097580429e-05,0.0021467222632054472,4781,4781,4781,9,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,78,5,down,s_16_32,20.0,26.0,520.0,t_and_s,44.130434782608695,0.25,rmax,0.0,4781,11190,0.9873380023076807,0.0021742526441812515,2.753038097580429e-05,0.0021467222632054472,4781,4781,4781,9,0,,1,0.25,rmax,,,1,0.234375,0,,,0.2333984375,0.234375,1,0.234375,0,,,0.2333984375,0.234375,1,0.234375,0,,,0.2333984375,0.234375,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,79,5,left,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5672,11436,0.9933327370724256,0.115821972489357,0.000772215542383492,0.1150497569469735,11436,11436,11436,3,0,,1,0.25,rmax,,,1,0.134765625,0,,,0.1337890625,0.134765625,1,0.134765625,0,,,0.1337890625,0.134765625,1,0.134765625,0,,,0.1337890625,0.134765625,0,,0,1,0.216796875,eligibility_boundary,0.2158203125,0.216796875,,right_censored
1838__0_600,79,5,right,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5672,11436,0.9933327370724256,0.115821972489357,0.000772215542383492,0.1150497569469735,11436,11436,11436,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,79,5,up,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5672,11436,0.9933327370724256,0.115821972489357,0.000772215542383492,0.1150497569469735,11436,11436,11436,3,0,,1,0.25,rmax,,,1,0.14453125,0,,,0.1435546875,0.14453125,1,0.14453125,0,,,0.1435546875,0.14453125,1,0.14453125,0,,,0.1435546875,0.14453125,0,,0,1,0.14453125,eligibility_boundary,0.1435546875,0.14453125,,right_censored
1838__0_600,79,5,down,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,5672,11436,0.9933327370724256,0.115821972489357,0.000772215542383492,0.1150497569469735,11436,11436,11436,3,0,,1,0.25,rmax,,,1,0.0703125,0,,,0.0693359375,0.0703125,1,0.0703125,0,,,0.0693359375,0.0703125,1,0.0703125,0,,,0.0693359375,0.0703125,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,80,5,left,t_8_16,20.0,10.0,200.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6965,12941,0.7749050079387753,0.0008134362869895995,0.00018310043378733099,0.0006303358532022685,6965,6965,6965,4,0,,1,0.25,rmax,,,1,0.2216796875,0,,,0.220703125,0.2216796875,1,0.2216796875,0,,,0.220703125,0.2216796875,1,0.2216796875,0,,,0.220703125,0.2216796875,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,80,5,right,t_8_16,20.0,10.0,200.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6965,12941,0.7749050079387753,0.0008134362869895995,0.00018310043378733099,0.0006303358532022685,6965,6965,6965,4,1,0.189453125,0,,,0.1884765625,0.189453125,1,0.056640625,0,,,0.0556640625,0.056640625,1,0.056640625,0,,,0.0556640625,0.056640625,1,0.056640625,0,,,0.0556640625,0.056640625,0,,1,0,0.25,rmax,,,6966,within_set_geometry_rank_reversal
1838__0_600,80,5,up,t_8_16,20.0,10.0,200.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6965,12941,0.7749050079387753,0.0008134362869895995,0.00018310043378733099,0.0006303358532022685,6965,6965,6965,4,1,0.1884765625,0,,,0.1875,0.1884765625,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.1416015625,eligibility_boundary,0.140625,0.1416015625,6966,within_set_geometry_rank_reversal
1838__0_600,80,5,down,t_8_16,20.0,10.0,200.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6965,12941,0.7749050079387753,0.0008134362869895995,0.00018310043378733099,0.0006303358532022685,6965,6965,6965,4,1,0.1416015625,0,,,0.140625,0.1416015625,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,7065,eligibility_boundary
1838__0_600,81,5,left,t_8_16,24.0,10.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7086,12946,0.9509445911668334,0.006481913384050131,0.00031797291012480855,0.006163940473925322,7086,7086,7086,4,0,,1,0.25,rmax,,,1,0.1083984375,0,,,0.107421875,0.1083984375,1,0.1083984375,0,,,0.107421875,0.1083984375,1,0.1083984375,0,,,0.107421875,0.1083984375,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,81,5,right,t_8_16,24.0,10.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7086,12946,0.9509445911668334,0.006481913384050131,0.00031797291012480855,0.006163940473925322,7086,7086,7086,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,81,5,up,t_8_16,24.0,10.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7086,12946,0.9509445911668334,0.006481913384050131,0.00031797291012480855,0.006163940473925322,7086,7086,7086,4,1,0.216796875,0,,,0.2158203125,0.216796875,1,0.0771484375,0,,,0.076171875,0.0771484375,1,0.0771484375,0,,,0.076171875,0.0771484375,1,0.0771484375,0,,,0.076171875,0.0771484375,1,0.216796875,0,0,,,0.2158203125,0.216796875,12946,within_set_geometry_rank_reversal
1838__0_600,81,5,down,t_8_16,24.0,10.0,240.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7086,12946,0.9509445911668334,0.006481913384050131,0.00031797291012480855,0.006163940473925322,7086,7086,7086,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.1298828125,eligibility_boundary,0.12890625,0.1298828125,,right_censored
1838__0_600,82,5,left,t_8_16,12.0,12.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9858,13114,0.678169123943193,0.020196449011564255,0.0064998408779501915,0.013696608133614063,13114,13114,13114,3,1,0.1669921875,0,,,0.166015625,0.1669921875,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.1669921875,eligibility_boundary,0.166015625,0.1669921875,13114,eligibility_boundary
1838__0_600,82,5,right,t_8_16,12.0,12.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9858,13114,0.678169123943193,0.020196449011564255,0.0064998408779501915,0.013696608133614063,13114,13114,13114,3,0,,1,0.25,rmax,,,1,0.1513671875,0,,,0.150390625,0.1513671875,1,0.1513671875,0,,,0.150390625,0.1513671875,1,0.1513671875,0,,,0.150390625,0.1513671875,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,82,5,up,t_8_16,12.0,12.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9858,13114,0.678169123943193,0.020196449011564255,0.0064998408779501915,0.013696608133614063,13114,13114,13114,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,82,5,down,t_8_16,12.0,12.0,144.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9858,13114,0.678169123943193,0.020196449011564255,0.0064998408779501915,0.013696608133614063,13114,13114,13114,3,1,0.2021484375,0,,,0.201171875,0.2021484375,1,0.083984375,0,,,0.0830078125,0.083984375,1,0.083984375,0,,,0.0830078125,0.083984375,1,0.083984375,0,,,0.0830078125,0.083984375,0,,0,1,0.083984375,eligibility_boundary,0.0830078125,0.083984375,9957,eligibility_boundary
1838__0_600,83,5,left,t_8_16,10.00006103515625,22.0,220.0013427734375,t_and_s,44.130434782608695,0.25,rmax,0.0,9359,9259,0.9613980603005338,0.04918377101421356,0.0018985889619216323,0.04728518205229193,12329,12329,12329,4,1,0.1875,0,,,0.1865234375,0.1875,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,12329,within_set_geometry_rank_reversal
1838__0_600,83,5,right,t_8_16,10.00006103515625,22.0,220.0013427734375,t_and_s,44.130434782608695,0.25,rmax,0.0,9359,9259,0.9613980603005338,0.04918377101421356,0.0018985889619216323,0.04728518205229193,12329,12329,12329,4,1,0.212890625,0,,,0.2119140625,0.212890625,1,0.0859375,0,,,0.0849609375,0.0859375,1,0.0859375,0,,,0.0849609375,0.0859375,1,0.0859375,0,,,0.0849609375,0.0859375,0,,1,0,0.25,rmax,,,9459,within_set_geometry_rank_reversal
1838__0_600,83,5,up,t_8_16,10.00006103515625,22.0,220.0013427734375,t_and_s,44.130434782608695,0.25,rmax,0.0,9359,9259,0.9613980603005338,0.04918377101421356,0.0018985889619216323,0.04728518205229193,12329,12329,12329,4,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,83,5,down,t_8_16,10.00006103515625,22.0,220.0013427734375,t_and_s,44.130434782608695,0.25,rmax,0.0,9359,9259,0.9613980603005338,0.04918377101421356,0.0018985889619216323,0.04728518205229193,12329,12329,12329,4,0,,1,0.25,rmax,,,1,0.095703125,0,,,0.0947265625,0.095703125,1,0.095703125,0,,,0.0947265625,0.095703125,1,0.095703125,0,,,0.0947265625,0.095703125,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,84,5,left,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,3524,3624,0.45008885513336994,0.10586172342300415,0.058214541524648666,0.047647181898355484,3524,3524,3524,2,0,,1,0.25,rmax,,,1,0.107421875,0,,,0.1064453125,0.107421875,1,0.107421875,0,,,0.1064453125,0.107421875,1,0.107421875,0,,,0.1064453125,0.107421875,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,84,5,right,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,3524,3624,0.45008885513336994,0.10586172342300415,0.058214541524648666,0.047647181898355484,3524,3524,3524,2,0,,1,0.25,rmax,,,1,0.1083984375,0,,,0.107421875,0.1083984375,1,0.1083984375,0,,,0.107421875,0.1083984375,1,0.1083984375,0,,,0.107421875,0.1083984375,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,84,5,up,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,3524,3624,0.45008885513336994,0.10586172342300415,0.058214541524648666,0.047647181898355484,3524,3524,3524,2,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.216796875,eligibility_boundary,0.2158203125,0.216796875,,right_censored
1838__0_600,84,5,down,t_8_16,16.0,12.0,192.0,t_and_s,44.130434782608695,0.25,rmax,0.0,3524,3624,0.45008885513336994,0.10586172342300415,0.058214541524648666,0.047647181898355484,3524,3524,3524,2,1,0.072265625,0,,,0.0712890625,0.072265625,1,0.072265625,0,,,0.0712890625,0.072265625,1,0.072265625,0,,,0.0712890625,0.072265625,1,0.072265625,0,,,0.0712890625,0.072265625,0,,0,1,0.072265625,eligibility_boundary,0.0712890625,0.072265625,3624,eligibility_boundary
1838__0_600,85,5,left,t_8_16,16.0,8.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,11485,5870,0.9998752918406546,0.0017516264924779534,2.184411158623334e-07,0.001751408051362091,11485,11485,11485,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,85,5,right,t_8_16,16.0,8.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,11485,5870,0.9998752918406546,0.0017516264924779534,2.184411158623334e-07,0.001751408051362091,11485,11485,11485,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,0,1,0.177734375,eligibility_boundary,0.1767578125,0.177734375,,right_censored
1838__0_600,85,5,up,t_8_16,16.0,8.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,11485,5870,0.9998752918406546,0.0017516264924779534,2.184411158623334e-07,0.001751408051362091,11485,11485,11485,3,1,0.1640625,0,,,0.1630859375,0.1640625,1,0.1640625,0,,,0.1630859375,0.1640625,1,0.1640625,0,,,0.1630859375,0.1640625,1,0.1640625,0,,,0.1630859375,0.1640625,1,0.205078125,0,0,,,0.2041015625,0.205078125,5871,within_set_geometry_rank_reversal
1838__0_600,85,5,down,t_8_16,16.0,8.0,128.0,t_and_s,44.130434782608695,0.25,rmax,0.0,11485,5870,0.9998752918406546,0.0017516264924779534,2.184411158623334e-07,0.001751408051362091,11485,11485,11485,3,1,0.0009765625,0,,,0.0,0.0009765625,1,0.1318359375,0,,,0.130859375,0.1318359375,1,0.1318359375,0,,,0.130859375,0.1318359375,1,0.1318359375,0,,,0.130859375,0.1318359375,0,,0,1,0.0009765625,eligibility_boundary,0.0,0.0009765625,5970,eligibility_boundary
1838__0_600,86,5,left,s_16_32,22.0,16.0,352.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7073,11787,0.9741873280709487,0.012921588495373726,0.00033354072365909815,0.012588047771714628,7074,7074,7074,6,0,,1,0.25,rmax,,,1,0.2197265625,0,,,0.21875,0.2197265625,1,0.2197265625,0,,,0.21875,0.2197265625,1,0.2197265625,0,,,0.21875,0.2197265625,0,,0,1,0.2138671875,eligibility_boundary,0.212890625,0.2138671875,,right_censored
1838__0_600,86,5,right,s_16_32,22.0,16.0,352.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7073,11787,0.9741873280709487,0.012921588495373726,0.00033354072365909815,0.012588047771714628,7074,7074,7074,6,0,,1,0.25,rmax,,,1,0.2333984375,0,,,0.232421875,0.2333984375,1,0.2333984375,0,,,0.232421875,0.2333984375,1,0.2333984375,0,,,0.232421875,0.2333984375,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,86,5,up,s_16_32,22.0,16.0,352.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7073,11787,0.9741873280709487,0.012921588495373726,0.00033354072365909815,0.012588047771714628,7074,7074,7074,6,1,0.2158203125,0,,,0.21484375,0.2158203125,1,0.220703125,0,,,0.2197265625,0.220703125,1,0.220703125,0,,,0.2197265625,0.220703125,1,0.220703125,0,,,0.2197265625,0.220703125,0,,1,0,0.25,rmax,,,6974,eligibility_boundary
1838__0_600,86,5,down,s_16_32,22.0,16.0,352.0,t_and_s,44.130434782608695,0.25,rmax,0.0,7073,11787,0.9741873280709487,0.012921588495373726,0.00033354072365909815,0.012588047771714628,7074,7074,7074,6,0,,1,0.25,rmax,,,1,0.1240234375,0,,,0.123046875,0.1240234375,1,0.1240234375,0,,,0.123046875,0.1240234375,1,0.1240234375,0,,,0.123046875,0.1240234375,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,87,5,left,t_8_16,18.0,10.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6775,6776,0.9947808214416565,0.17198777198791504,0.0008976348908618093,0.17109013709705323,6775,6775,6775,3,0,,1,0.25,rmax,,,1,0.09765625,0,,,0.0966796875,0.09765625,1,0.09765625,0,,,0.0966796875,0.09765625,1,0.09765625,0,,,0.0966796875,0.09765625,0,,0,1,0.2236328125,eligibility_boundary,0.22265625,0.2236328125,,right_censored
1838__0_600,87,5,right,t_8_16,18.0,10.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6775,6776,0.9947808214416565,0.17198777198791504,0.0008976348908618093,0.17109013709705323,6775,6775,6775,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,87,5,up,t_8_16,18.0,10.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6775,6776,0.9947808214416565,0.17198777198791504,0.0008976348908618093,0.17109013709705323,6775,6775,6775,3,1,0.2236328125,0,,,0.22265625,0.2236328125,1,0.2236328125,0,,,0.22265625,0.2236328125,1,0.2236328125,0,,,0.22265625,0.2236328125,1,0.2236328125,0,,,0.22265625,0.2236328125,0,,0,1,0.2236328125,eligibility_boundary,0.22265625,0.2236328125,11687,eligibility_boundary
1838__0_600,87,5,down,t_8_16,18.0,10.0,180.0,t_and_s,44.130434782608695,0.25,rmax,0.0,6775,6776,0.9947808214416565,0.17198777198791504,0.0008976348908618093,0.17109013709705323,6775,6775,6775,3,0,,1,0.25,rmax,,,1,0.0224609375,0,,,0.021484375,0.0224609375,1,0.0224609375,0,,,0.021484375,0.0224609375,1,0.0224609375,0,,,0.021484375,0.0224609375,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,88,5,left,t_8_16,14.0,10.0,140.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9219,9220,0.9336663431296995,0.04045633599162102,0.0026836167089641094,0.03777271928265691,9220,9220,9220,3,0,,1,0.25,rmax,,,1,0.0478515625,0,,,0.046875,0.0478515625,1,0.0478515625,0,,,0.046875,0.0478515625,1,0.0478515625,0,,,0.046875,0.0478515625,0,,0,1,0.169921875,eligibility_boundary,0.1689453125,0.169921875,,right_censored
1838__0_600,88,5,right,t_8_16,14.0,10.0,140.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9219,9220,0.9336663431296995,0.04045633599162102,0.0026836167089641094,0.03777271928265691,9220,9220,9220,3,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0.25,rmax,,,0,,1,0,0.25,rmax,,,,right_censored
1838__0_600,88,5,up,t_8_16,14.0,10.0,140.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9219,9220,0.9336663431296995,0.04045633599162102,0.0026836167089641094,0.03777271928265691,9220,9220,9220,3,1,0.0849609375,0,,,0.083984375,0.0849609375,1,0.0849609375,0,,,0.083984375,0.0849609375,1,0.0849609375,0,,,0.083984375,0.0849609375,1,0.0849609375,0,,,0.083984375,0.0849609375,0,,0,1,0.0849609375,eligibility_boundary,0.083984375,0.0849609375,9119,eligibility_boundary
1838__0_600,88,5,down,t_8_16,14.0,10.0,140.0,t_and_s,44.130434782608695,0.25,rmax,0.0,9219,9220,0.9336663431296995,0.04045633599162102,0.0026836167089641094,0.03777271928265691,9220,9220,9220,3,0,,1,0.25,rmax,,,1,0.2197265625,0,,,0.21875,0.2197265625,1,0.2197265625,0,,,0.21875,0.2197265625,1,0.2197265625,0,,,0.21875,0.2197265625,0,,1,0,0.25,rmax,,,,right_censored
