size_bin,raw_n,raw_valid_n,weighted_n,weighted_valid_n,weighted_invalid_rate,weighted_fragility_rate_valid,weighted_fn_rate_valid,weighted_fn_rate_all,weighted_margin_mean_valid,weighted_margin_median_valid,small_valid_cell
all,7434,6415,327665.42173913517,282777.1570652362,0.13699420718746436,0.19650938688818395,0.10010008476312704,0.10425787488396002,0.8757905512303173,0.9692230868272168,False
s_16_32,992,991,43764.59456521691,43720.4641304343,0.0010083592735412594,0.06661888782705401,0.16250971121448024,0.16335420231367784,0.8860185626090383,0.9763902624653901,False
t_8_16,6442,5424,283900.8271739255,239056.6929348025,0.15795703973645092,0.22026472640773326,0.08868614859107178,0.09514790913993426,0.8739199765180209,0.9681107114639901,False
