class_id,class_name,size_bin,raw_n,raw_valid_n,weighted_n,weighted_valid_n,weighted_invalid_rate,weighted_fragility_rate_valid,weighted_fn_rate_valid,weighted_fn_rate_all,weighted_margin_mean_valid,weighted_margin_median_valid,small_valid_cell
0,airplane,s_16_32,2,2,88.26086956521739,88.26086956521739,0.0,0.0,0.5,0.5,0.8783277444143174,0.7819771948246014,True
0,airplane,t_8_16,13,8,570.2125,350.90000000000003,0.3846153846153846,0.6249999999999999,0.6249999999999999,0.6153846153846154,0.778956984795218,0.8669833876331348,True
1,bridge,s_16_32,4,4,176.52173913043478,176.52173913043478,0.0,0.0,0.0,0.0,0.8976854039255614,0.9068845623726828,True
1,bridge,t_8_16,15,14,659.2771739130436,615.1467391304349,0.0669376045900072,0.2139123750960799,0.3569561875480399,0.3330623954099928,0.8197748411124222,0.9396205568642743,True
2,storage-tank,s_16_32,10,10,441.30434782608694,441.30434782608694,0.0,0.0,0.2,0.2,0.8778621694999272,0.9584476487064865,True
2,storage-tank,t_8_16,14,12,617.2902173913045,529.0293478260869,0.14298115712607906,0.24974676756241437,0.16632902341655248,0.14254710718480315,0.9061091047087023,0.9905831625105121,True
3,ship,s_16_32,93,93,4091.869565217385,4091.869565217385,0.0,0.07549435253365637,0.07549435253365637,0.07549435253365637,0.8940622291157521,0.9853599212583032,True
3,ship,t_8_16,348,305,15313.71793478251,13424.683152173844,0.1233557252819737,0.16715134196552367,0.07534753977879084,0.08040929202401328,0.8815896239535037,0.9783220212835944,False
4,swimming-pool,s_16_32,1,1,44.130434782608695,44.130434782608695,0.0,0.0,1.0,1.0,0.9831005320812961,0.9831005320812961,True
4,swimming-pool,t_8_16,1,1,44.130434782608695,44.130434782608695,0.0,0.0,1.0,1.0,0.9966849114085039,0.9966849114085039,True
5,vehicle,s_16_32,810,809,35745.11630434745,35700.98586956484,0.0012345864091436454,0.048208387376465996,0.176764087047042,0.17778044291669273,0.9025280805216828,0.9779108081447411,False
5,vehicle,t_8_16,5834,4889,257128.73641306427,215494.87065218942,0.16191836953607608,0.21225503697931758,0.08510413904182455,0.09187370034095699,0.8806284735670816,0.969510400369044,False
6,person,s_16_32,71,71,3133.2608695652148,3133.2608695652148,0.0,0.28169014084507055,0.08450704225352117,0.08450704225352117,0.6885692700397316,0.8026277766460482,True
6,person,t_8_16,197,176,8687.265217391314,7761.5978260869715,0.10655452183631042,0.5000690411403972,0.15913170612841654,0.16246425927807367,0.6972064445659184,0.8217227097523634,False
7,wind-mill,s_16_32,1,1,44.130434782608695,44.130434782608695,0.0,0.0,1.0,1.0,0.7562888561097759,0.7562888561097759,True
7,wind-mill,t_8_16,20,19,880.1972826086952,836.3347826086953,0.04983257829426824,0.36776345545002276,0.052446102819237166,0.049832578294268286,0.7150758460841847,0.7610618682432743,True
