size_group,contrast,tau,estimate,ci_low,ci_high
all,o2o_minus_o2m_legacy,0.125,0.019664464249453603,0.018022066159129855,0.02134731655809212
all,o2o_minus_o2m_pre_topk,0.125,0.019664464249453603,0.018022066159129855,0.02134731655809212
all,o2o_minus_o2m_assigned_positive,0.125,0.019598314508542783,0.01788509553748542,0.021317583134206217
t_8_16,o2o_minus_o2m_legacy,0.125,0.017533681919248575,0.01602574041677642,0.01900189242710085
t_8_16,o2o_minus_o2m_pre_topk,0.125,0.017533681919248575,0.01602574041677642,0.01900189242710085
t_8_16,o2o_minus_o2m_assigned_positive,0.125,0.01744915632191936,0.015860621775547482,0.018979580582320826
s_16_32,o2o_minus_o2m_legacy,0.125,0.03327267156288914,0.02946906992995539,0.03660015400133352
s_16_32,o2o_minus_o2m_pre_topk,0.125,0.03327267156288914,0.02946906992995539,0.03660015400133352
s_16_32,o2o_minus_o2m_assigned_positive,0.125,0.03318815584121047,0.029370670947450578,0.036515958493581566
