size_bin,raw_n,raw_valid_n,weighted_n,weighted_valid_n,weighted_invalid_rate,weighted_fragility_rate_valid,weighted_fn_rate_valid,weighted_fn_rate_all,weighted_margin_mean_valid,weighted_margin_median_valid,small_valid_cell
all,7434,6429,327665.42173913517,283393.1076087144,0.13511439167257444,0.22359962238503556,0.09209076488731609,0.09805926006415316,0.8495781859816658,0.9613932802979558,False
s_16_32,992,991,43764.59456521691,43720.4641304343,0.0010083592735412594,0.09589082338742623,0.13828466109555151,0.1391535797486885,0.8512826526950421,0.9624812362816267,False
t_8_16,6442,5438,283900.8271739255,239672.6434782809,0.15578744217095652,0.24689593140339175,0.08366419374049111,0.09172438510859203,0.8492672615694247,0.9612733534868578,False
