image_id,size_bin,sampling_weight,o2o_base_margin,rho_R_event_observed,rho_R_radius
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.0810332243546279,1,0.1640625
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.0810332243546279,1,0.046875
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.2716414185663038,1,0.0341796875
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.2716414185663038,1,0.0205078125
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.0440781043461545,1,0.048828125
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.0440781043461545,1,0.005859375
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.8679284390066929,1,0.208984375
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.519610543817953,1,0.177734375
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.3296270928065675,1,0.0732421875
0000313_00201_d_0000437__0_0,t_8_16,44.130434782608695,0.9352873482550488,1,0.091796875
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.579039765104027,1,0.193359375
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.2825864319171,1,0.017578125
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.9560695557500588,1,0.125
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.1340997060868864,1,0.01953125
0000313_00201_d_0000437__0_0,s_16_32,44.130434782608695,0.1340997060868864,1,0.025390625
03592,t_8_16,43.8625,0.874846010159037,1,0.14453125
06914,t_8_16,44.130434782608695,0.7231211569915053,1,0.0712890625
06914,t_8_16,44.130434782608695,0.0570691788610164,1,0.0107421875
06914,t_8_16,44.130434782608695,0.0570691788610164,1,0.0458984375
06914,t_8_16,44.130434782608695,0.7209159879258978,1,0.21875
06914,s_16_32,44.130434782608695,0.5642590751189014,1,0.146484375
06914,s_16_32,44.130434782608695,0.7614245617863071,1,0.1669921875
06914,t_8_16,44.130434782608695,0.9941549848069936,1,0.177734375
06914,s_16_32,44.130434782608695,0.3342808626748976,1,0.0751953125
06914,s_16_32,44.130434782608695,0.3342808626748976,1,0.0087890625
06914,t_8_16,44.130434782608695,0.9828180086453084,1,0.1572265625
06914,s_16_32,44.130434782608695,0.2001326987069182,1,0.1845703125
06914,s_16_32,44.130434782608695,0.2001326987069182,1,0.025390625
06914,t_8_16,44.130434782608695,0.8941983069905862,1,0.2119140625
06914,t_8_16,44.130434782608695,0.9913291038505994,1,0.1513671875
06914,s_16_32,44.130434782608695,0.7434992040786417,1,0.12109375
06914,t_8_16,44.130434782608695,0.7632108387671918,1,0.13671875
06914,t_8_16,44.130434782608695,0.9789215036881794,1,0.1923828125
06914,t_8_16,44.130434782608695,0.435835308717358,1,0.087890625
06914,t_8_16,44.130434782608695,0.435835308717358,1,0.091796875
09032,t_8_16,43.8625,0.217999572046906,1,0.0419921875
09032,t_8_16,43.8625,0.217999572046906,1,0.091796875
0efd60e89,t_8_16,43.8625,0.1299334200615033,1,0.1083984375
