authority,ci_high,ci_low,directional_trajectories,estimand,estimate,evidence_id,evidence_version,image_n,kind,metric,n_base_defined,n_base_undefined_excluded,panel,radius,series,size_group,size_label,source_path,source_sha256,statistical_unit,support,tau,unit,weighted_n
final_evidence_v3_bound_output,0.8539896804373275,0.8316365204445856,,o2m_assigned_positive,0.8430513170888095,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0498046875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8515526194330651,0.8290207774592805,,o2m_assigned_positive,0.840566740113463,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.05078125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8495288331952678,0.8270096547953899,,o2m_assigned_positive,0.8385226489877593,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0517578125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8472246604115845,0.8242186508678698,,o2m_assigned_positive,0.835916455377172,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.052734375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8446597020121465,0.8213453865124929,,o2m_assigned_positive,0.8332314582002259,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0537109375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8419318030580676,0.8182860915120892,,o2m_assigned_positive,0.8303859299313886,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0546875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.83989362936663,0.8161487934685783,,o2m_assigned_positive,0.8282202221704441,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0556640625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8376333979982696,0.8137096799943245,,o2m_assigned_positive,0.8258952016339308,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.056640625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8350847795317022,0.8107908289845261,,o2m_assigned_positive,0.8232104481202491,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0576171875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.832744153751629,0.8081074191687294,,o2m_assigned_positive,0.8206062038157775,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.05859375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8306581831934163,0.8056607426831907,,o2m_assigned_positive,0.8183607178354164,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0595703125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8286173127848552,0.8032618731856768,,o2m_assigned_positive,0.8160763173984049,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.060546875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8263686992003146,0.8009302499627314,,o2m_assigned_positive,0.8138322933976306,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0615234375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8245254769667302,0.7985872772801308,,o2m_assigned_positive,0.8117475821724252,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8225862509065297,0.796519888563146,,o2m_assigned_positive,0.8097437684144745,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0634765625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.820070349396271,0.7937426912830485,,o2m_assigned_positive,0.807098042216094,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.064453125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8175510065124454,0.7908630639710761,,o2m_assigned_positive,0.8043311807200768,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0654296875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8151517895240462,0.7883269950741635,,o2m_assigned_positive,0.8018446511004761,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.06640625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8129823741417943,0.7858160171244474,,o2m_assigned_positive,0.7995193995832489,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0673828125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8102745918199716,0.7825112506513997,,o2m_assigned_positive,0.7965525420290606,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.068359375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8085688847372287,0.7804868494254262,,o2m_assigned_positive,0.7946685110022091,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0693359375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8060588270045407,0.7776463362275706,,o2m_assigned_positive,0.7919414809997705,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0703125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8037920308760832,0.77510229330563,,o2m_assigned_positive,0.7894944757590864,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0712890625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.8009306239457766,0.772133728241943,,o2m_assigned_positive,0.7865654589592121,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.072265625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7989949603029933,0.7698542605315146,,o2m_assigned_positive,0.7844802581172068,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0732421875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7967899831871352,0.7673045795498217,,o2m_assigned_positive,0.7821135415402641,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.07421875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7942771153548045,0.7648086692949762,,o2m_assigned_positive,0.7796273592862563,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0751953125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7924096334507075,0.7627529100193141,,o2m_assigned_positive,0.7776623553682592,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.076171875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7905579931730662,0.7604787380026753,,o2m_assigned_positive,0.7756180326641934,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0771484375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7883953405024502,0.7581089186785328,,o2m_assigned_positive,0.7732520461507503,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.078125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.785663367981012,0.755057519958767,,o2m_assigned_positive,0.7702838845128249,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0791015625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7836939746982505,0.7528926313774053,,o2m_assigned_positive,0.7681976287900365,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.080078125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7819845422978873,0.7511835421569462,,o2m_assigned_positive,0.7665140351992054,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0810546875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7798951043789142,0.74876175306602,,o2m_assigned_positive,0.7642692437447638,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.08203125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7780113645810797,0.7466955442769896,,o2m_assigned_positive,0.7623449626412838,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0830078125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7742687176723763,0.741750573390613,,o2m_assigned_positive,0.7581757443895146,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.083984375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7719781681780895,0.739238221359128,,o2m_assigned_positive,0.7557280694826545,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0849609375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7705113202519294,0.7377043962358484,,o2m_assigned_positive,0.7542425876778379,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0859375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7687948773967545,0.7362226092799126,,o2m_assigned_positive,0.7525971657804863,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0869140625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7668049681272494,0.7339636253686446,,o2m_assigned_positive,0.7505108933305059,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.087890625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7640027852703797,0.7312096222971044,,o2m_assigned_positive,0.7477442280004671,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0888671875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7624993438908683,0.729529197371325,,o2m_assigned_positive,0.7460584307557764,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.08984375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7610212739072428,0.7281213988233752,,o2m_assigned_positive,0.7444939013970832,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0908203125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7586376507583886,0.7256248980686436,,o2m_assigned_positive,0.7419663835959469,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.091796875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7568323568832432,0.7235325797104343,,o2m_assigned_positive,0.7400811362834302,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0927734375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7553522298646754,0.7219319754962387,,o2m_assigned_positive,0.7385965641296854,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.09375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7553016361081353,0.7218946506651887,,o2m_assigned_positive,0.738556374609909,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0944911182523068,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7503208830064592,0.7172359004371184,,o2m_assigned_positive,0.7337367860816377,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0947265625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.747646625874407,0.71470114912077,,o2m_assigned_positive,0.731167895727814,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.095703125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7455331639295879,0.7126394643200175,,o2m_assigned_positive,0.7290799095826996,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0966796875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7439412878637971,0.7107552479469536,,o2m_assigned_positive,0.727232638391233,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.09765625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.741729342844345,0.7084383397115013,,o2m_assigned_positive,0.724943649660465,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.0986328125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7398855850880885,0.7064824661017085,,o2m_assigned_positive,0.7229755328430378,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.099609375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7363778017812297,0.7034883600274752,,o2m_assigned_positive,0.7198038412573721,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.1005859375,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7346295355694421,0.7013647263298148,,o2m_assigned_positive,0.717878287808005,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.1015625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7345937644177534,0.7013185247295307,,o2m_assigned_positive,0.7178383246832598,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.1020620726159657,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.729574011489442,0.6968038418212523,,o2m_assigned_positive,0.7129790512764563,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.1025390625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7283573277070425,0.6954323193212485,,o2m_assigned_positive,0.7116123402395313,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.103515625,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7270891741829004,0.6941754019376267,,o2m_assigned_positive,0.7103267851203675,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.1044921875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7241330235513275,0.6924331538362962,,o2m_assigned_positive,0.708121481326143,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.10546875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7221273583278149,0.6904162674104725,,o2m_assigned_positive,0.7062344895312387,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.1064453125,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
final_evidence_v3_bound_output,0.7197827630206188,0.6884989893640351,,o2m_assigned_positive,0.7040260115220585,EV-BOUNDARY-GEOMETRY-V3,V3,300,km_survival,,25032,728,a,0.107421875,O2M assigned Top-1 state,t_8_16,8–16 px,runs/20260903_boundary_full_grid_1024_postprocess_v2/tau_01250/survival_cif.csv,1a90951b52587823e82fe89c99a12c8512030f465a66915028285ed8a2773740,focal-GT directional trajectory,,,survival probability,
